Asset_ID,Asset_Name,Model,Serial_Number,Assigned_To,Department,Location,Purchase_Date,Warranty_Expiry,Status,Condition
ASSET12052,Switch,Model-469,SN-824028,Manoj Desai,Marketing,Belagavi,27-03-2022,26-03-2025,Damaged,Average
ASSET12053,Projector,Model-459,SN-511144,Latha Naidu,Sales,Shivamogga,04-11-2024,04-11-2027,Disposed,Average
ASSET12054,Server,Model-618,SN-332452,Rohan Gowda,R&D,Mysuru,28-03-2024,28-03-2025,Disposed,Excellent
ASSET12055,Printer,Model-790,SN-543949,,Admin,Shivamogga,11-05-2022,11-05-2023,Available,Poor
ASSET12056,Monitor,Model-458,SN-155064,Shruthi Urs,R&D,Hubli,16-06-2022,15-06-2025,Disposed,Excellent
ASSET12057,Switch,Model-341,SN-982046,Sahana Murthy,Admin,Hubli,24-01-2022,23-01-2025,Disposed,Poor
ASSET12058,Printer,Model-558,SN-602908,Divya Hegde,Finance,Ballari,15-09-2022,14-09-2024,Damaged,Excellent
ASSET12059,Desktop,Model-819,SN-251076,Vikram Desai,R&D,Mangalore,21-11-2022,20-11-2025,Damaged,Good
ASSET12060,Router,Model-361,SN-513393,Pooja Gowda,R&D,Mysuru,02-09-2023,01-09-2024,Under Repair,Excellent
ASSET12061,Mobile,Model-535,SN-648684,Prakash Desai,IT,Davangere,09-10-2024,09-10-2027,Under Repair,Average
ASSET12062,Monitor,Model-531,SN-799729,Divya Urs,IT,Udupi,06-02-2023,05-02-2025,Damaged,Average
ASSET12063,Mobile,Model-626,SN-837707,Rohan Gowda,Sales,Ballari,21-05-2022,20-05-2025,In Use,Poor
ASSET12064,Laptop,Model-506,SN-429886,Nandini Gowda,Finance,Shivamogga,27-03-2022,27-03-2023,Disposed,Good
ASSET12065,Switch,Model-680,SN-497887,Latha Gowda,IT,Mangalore,24-08-2023,23-08-2024,Disposed,Excellent
ASSET12066,Printer,Model-984,SN-417454,Kavya Naidu,Operations,Hubli,20-11-2024,20-11-2025,In Use,Average
ASSET12067,Tablet,Model-362,SN-349182,Rohan Urs,R&D,Davangere,08-01-2022,07-01-2025,Damaged,Good
ASSET12068,Mobile,Model-424,SN-927483,Karthik Rao,Admin,Ballari,15-03-2023,14-03-2025,Under Repair,Excellent
ASSET12069,Router,Model-130,SN-756777,Latha Murthy,Admin,Mangalore,29-05-2024,29-05-2027,In Use,Good
ASSET12070,Desktop,Model-798,SN-566429,Meena Naidu,HR,Mysuru,08-12-2024,08-12-2026,Damaged,Excellent
ASSET12071,Mobile,Model-716,SN-869546,Arjun Naidu,Operations,Bengaluru,15-08-2023,14-08-2026,Disposed,Good
ASSET12072,Laptop,Model-947,SN-272340,Divya Urs,Marketing,Udupi,22-06-2024,22-06-2026,Under Repair,Poor
ASSET12073,Router,Model-260,SN-252997,Rohan Hegde,IT,Mangalore,20-06-2022,19-06-2024,Under Repair,Good
ASSET12074,Tablet,Model-592,SN-213127,Prakash Urs,Operations,Shivamogga,13-02-2023,13-02-2024,In Use,Good
ASSET12075,Laptop,Model-846,SN-464301,Kavya Desai,Finance,Davangere,04-06-2023,03-06-2025,Disposed,Poor
ASSET12076,Printer,Model-925,SN-205273,Shruthi Desai,HR,Mangalore,14-12-2022,14-12-2023,Disposed,Poor
ASSET12077,Server,Model-586,SN-542436,Manoj Pai,Marketing,Belagavi,22-09-2024,22-09-2026,In Use,Poor
ASSET12078,Monitor,Model-226,SN-752539,,Finance,Mysuru,09-09-2023,08-09-2026,Available,Good
ASSET12079,Mobile,Model-648,SN-753184,Rohan Naidu,R&D,Shivamogga,18-12-2023,17-12-2025,Disposed,Poor
ASSET12080,Monitor,Model-143,SN-549391,Meena Pai,Finance,Mangalore,24-12-2024,24-12-2026,Disposed,Average
ASSET12081,Router,Model-277,SN-694690,Rohan Desai,Admin,Davangere,17-01-2024,16-01-2027,In Use,Poor
ASSET12082,Mobile,Model-664,SN-311920,,Sales,Mysuru,19-05-2024,19-05-2026,Available,Excellent
ASSET12083,Printer,Model-505,SN-927116,Rohan Murthy,Finance,Bengaluru,26-06-2023,25-06-2025,Disposed,Good
ASSET12084,Server,Model-286,SN-411518,,R&D,Mysuru,22-04-2024,22-04-2025,Available,Poor
ASSET12085,Monitor,Model-942,SN-701455,Vikram Hegde,Finance,Shivamogga,11-11-2024,11-11-2026,Under Repair,Average
ASSET12086,Mobile,Model-836,SN-767677,,Finance,Hubli,09-10-2024,09-10-2026,Available,Average
ASSET12087,Switch,Model-619,SN-467376,Karthik Murthy,IT,Shivamogga,26-10-2024,26-10-2027,Under Repair,Poor
ASSET12088,Tablet,Model-277,SN-610767,Karthik Rao,Sales,Udupi,26-06-2022,25-06-2024,Under Repair,Good
ASSET12089,Laptop,Model-463,SN-543665,Vikram Gowda,Operations,Udupi,15-09-2023,14-09-2025,Under Repair,Average
ASSET12090,Router,Model-118,SN-955909,,R&D,Davangere,16-04-2022,15-04-2024,Available,Excellent
ASSET12091,Printer,Model-281,SN-111631,Deepak Naidu,HR,Mangalore,21-05-2022,20-05-2025,Under Repair,Average
ASSET12092,Desktop,Model-716,SN-573132,Divya Hegde,R&D,Mangalore,10-06-2023,09-06-2025,Damaged,Poor
ASSET12093,Desktop,Model-510,SN-668601,Meena Murthy,Marketing,Davangere,30-03-2022,29-03-2025,Under Repair,Average
ASSET12094,Tablet,Model-154,SN-906562,Prakash Murthy,Marketing,Hubli,29-09-2022,29-09-2023,Disposed,Excellent
ASSET12095,Tablet,Model-651,SN-947936,Shruthi Gowda,Marketing,Shivamogga,14-06-2023,13-06-2024,Disposed,Excellent
ASSET12096,Switch,Model-957,SN-738721,Kavya Shetty,Sales,Mysuru,23-03-2024,23-03-2027,In Use,Average
ASSET12097,Switch,Model-733,SN-965119,,HR,Mysuru,04-05-2024,04-05-2025,Available,Good
ASSET12098,Printer,Model-702,SN-656276,,IT,Mangalore,28-03-2024,28-03-2026,Available,Poor
ASSET12099,Printer,Model-933,SN-497460,,Admin,Bengaluru,04-12-2023,03-12-2025,Available,Good
ASSET12100,Tablet,Model-285,SN-332072,Karthik Gowda,R&D,Belagavi,19-02-2022,19-02-2024,Disposed,Poor
ASSET12101,Monitor,Model-639,SN-441497,Manoj Rao,Sales,Hubli,11-10-2022,11-10-2023,Disposed,Excellent
ASSET12102,Projector,Model-784,SN-985671,Vikram Desai,Marketing,Davangere,10-11-2024,10-11-2027,Damaged,Excellent
ASSET12103,Monitor,Model-501,SN-624766,Nandini Shetty,Finance,Udupi,20-11-2022,19-11-2025,Disposed,Excellent
ASSET12104,Monitor,Model-155,SN-248212,Meena Naidu,Marketing,Ballari,28-03-2024,28-03-2027,Disposed,Good
ASSET12105,Mobile,Model-173,SN-726128,Vikram Gowda,Admin,Hubli,25-08-2022,25-08-2023,Damaged,Good
ASSET12106,Projector,Model-730,SN-695595,Latha Gowda,HR,Mangalore,26-12-2023,25-12-2024,Disposed,Good
ASSET12107,Tablet,Model-745,SN-513008,,Sales,Ballari,26-05-2024,26-05-2025,Available,Average
ASSET12108,Projector,Model-147,SN-381282,Asha Desai,HR,Hubli,17-01-2022,17-01-2023,Disposed,Excellent
ASSET12109,Switch,Model-305,SN-901651,Nandini Pai,IT,Ballari,18-07-2022,18-07-2023,Damaged,Poor
ASSET12110,Switch,Model-567,SN-327535,Pooja Murthy,Admin,Hubli,15-07-2023,14-07-2025,In Use,Poor
ASSET12111,Switch,Model-165,SN-221968,Divya Naidu,Admin,Mangalore,26-03-2022,25-03-2025,Disposed,Poor
ASSET12112,Tablet,Model-269,SN-345485,,HR,Udupi,30-01-2023,29-01-2026,Available,Poor
ASSET12113,Printer,Model-125,SN-655051,Shruthi Shetty,HR,Mangalore,18-10-2023,17-10-2025,Disposed,Excellent
ASSET12114,Projector,Model-243,SN-801011,Pooja Urs,R&D,Belagavi,20-02-2022,20-02-2023,Disposed,Good
ASSET12115,Monitor,Model-910,SN-730834,,HR,Bengaluru,02-06-2022,01-06-2025,Available,Good
ASSET12116,Laptop,Model-369,SN-791323,Prakash Murthy,Operations,Bengaluru,15-07-2024,15-07-2025,In Use,Good
ASSET12117,Mobile,Model-353,SN-505717,Arjun Naidu,R&D,Bengaluru,10-01-2024,09-01-2026,Under Repair,Excellent
ASSET12118,Server,Model-476,SN-357901,Prakash Rao,HR,Ballari,06-12-2022,06-12-2023,Under Repair,Good
ASSET12119,Mobile,Model-739,SN-692990,Karthik Murthy,HR,Bengaluru,05-01-2022,04-01-2025,Under Repair,Average
ASSET12120,Laptop,Model-308,SN-565923,,Finance,Mangalore,04-11-2024,04-11-2027,Available,Good
ASSET12121,Desktop,Model-576,SN-993677,Asha Murthy,IT,Mangalore,25-10-2023,24-10-2025,In Use,Average
ASSET12122,Mobile,Model-699,SN-194059,Karthik Gowda,Sales,Davangere,15-03-2023,14-03-2024,Damaged,Excellent
ASSET12123,Router,Model-103,SN-405797,Nandini Desai,Finance,Belagavi,25-04-2022,24-04-2024,Damaged,Average
ASSET12124,Laptop,Model-478,SN-309671,Latha Shetty,IT,Mysuru,15-03-2023,14-03-2024,Under Repair,Average
ASSET12125,Monitor,Model-487,SN-931777,,Operations,Ballari,30-05-2023,29-05-2026,Available,Average
ASSET12126,Monitor,Model-765,SN-438700,Vikram Naidu,R&D,Bengaluru,16-09-2023,15-09-2026,In Use,Poor
ASSET12127,Projector,Model-759,SN-949874,,Finance,Davangere,30-11-2022,29-11-2024,Available,Good
ASSET12128,Mobile,Model-826,SN-247285,,Admin,Hubli,09-08-2023,08-08-2026,Available,Poor
ASSET12129,Switch,Model-969,SN-922894,Deepak Hegde,Admin,Davangere,13-07-2024,13-07-2025,In Use,Good
ASSET12130,Switch,Model-112,SN-513247,Vikram Murthy,Sales,Davangere,14-03-2023,13-03-2024,Damaged,Average
ASSET12131,Desktop,Model-194,SN-491818,Vikram Naidu,HR,Bengaluru,16-08-2024,16-08-2026,Under Repair,Good
ASSET12132,Mobile,Model-289,SN-425466,Deepak Pai,IT,Davangere,02-09-2023,01-09-2025,In Use,Excellent
ASSET12133,Monitor,Model-803,SN-926333,Shruthi Shetty,Admin,Shivamogga,09-12-2024,09-12-2025,Under Repair,Poor
ASSET12134,Desktop,Model-393,SN-612784,Arjun Naidu,Operations,Ballari,10-05-2022,10-05-2023,Disposed,Average
ASSET12135,Switch,Model-596,SN-121697,Divya Naidu,Finance,Davangere,27-09-2022,27-09-2023,In Use,Good
ASSET12136,Monitor,Model-720,SN-321071,Nandini Urs,Operations,Udupi,26-05-2022,25-05-2025,Under Repair,Excellent
ASSET12137,Mobile,Model-643,SN-707726,Nandini Rao,R&D,Davangere,12-02-2024,11-02-2025,Under Repair,Good
ASSET12138,Server,Model-848,SN-417510,Arjun Hegde,Admin,Udupi,24-01-2023,24-01-2024,Disposed,Average
ASSET12139,Mobile,Model-266,SN-538642,Divya Hegde,R&D,Shivamogga,26-10-2022,26-10-2023,In Use,Excellent
ASSET12140,Switch,Model-539,SN-995450,Deepak Naidu,IT,Hubli,07-10-2022,07-10-2023,Under Repair,Average
ASSET12141,Monitor,Model-658,SN-933814,Sanjay Rao,Finance,Davangere,22-08-2022,22-08-2023,Disposed,Excellent
ASSET12142,Printer,Model-610,SN-806574,Manoj Naidu,Operations,Udupi,29-11-2023,28-11-2026,Damaged,Good
ASSET12143,Monitor,Model-479,SN-793002,Vikram Shetty,HR,Shivamogga,23-05-2023,22-05-2026,Damaged,Poor
ASSET12144,Desktop,Model-935,SN-188393,Sanjay Urs,HR,Mysuru,28-05-2022,27-05-2024,Under Repair,Average
ASSET12145,Tablet,Model-274,SN-368049,Rakesh Gowda,Finance,Ballari,20-02-2023,19-02-2026,Damaged,Poor
ASSET12146,Monitor,Model-866,SN-513800,Pooja Gowda,Finance,Mysuru,07-01-2023,06-01-2026,In Use,Good
ASSET12147,Printer,Model-350,SN-742703,Rohan Gowda,R&D,Bengaluru,23-12-2023,22-12-2026,Under Repair,Poor
ASSET12148,Monitor,Model-954,SN-840366,Meena Murthy,R&D,Hubli,30-04-2024,30-04-2027,Disposed,Poor
ASSET12149,Tablet,Model-501,SN-467605,Karthik Gowda,HR,Bengaluru,11-04-2022,10-04-2025,Disposed,Poor
ASSET12150,Router,Model-727,SN-100324,Deepak Rao,Sales,Udupi,20-08-2024,20-08-2027,In Use,Excellent
ASSET12151,Projector,Model-977,SN-278895,Sahana Naidu,Sales,Hubli,06-07-2023,05-07-2026,Disposed,Good
ASSET12152,Router,Model-256,SN-242299,Kavya Pai,R&D,Hubli,11-09-2023,10-09-2025,Damaged,Good
ASSET12153,Server,Model-103,SN-328274,Nandini Murthy,Sales,Shivamogga,31-12-2023,30-12-2025,Damaged,Good
ASSET12154,Laptop,Model-246,SN-103381,Vikram Gowda,Finance,Shivamogga,24-10-2022,23-10-2025,Disposed,Excellent
ASSET12155,Monitor,Model-814,SN-203546,,Finance,Mysuru,25-01-2022,24-01-2025,Available,Average
ASSET12156,Printer,Model-948,SN-380878,Pooja Hegde,HR,Davangere,12-05-2023,11-05-2026,In Use,Poor
ASSET12157,Monitor,Model-821,SN-670011,Karthik Urs,Sales,Hubli,10-06-2022,10-06-2023,Damaged,Good
ASSET12158,Router,Model-892,SN-862982,,HR,Ballari,28-02-2024,27-02-2027,Available,Average
ASSET12159,Monitor,Model-286,SN-795811,Rohan Shetty,Finance,Davangere,05-11-2024,05-11-2027,Damaged,Good
ASSET12160,Tablet,Model-954,SN-593447,Deepak Gowda,R&D,Shivamogga,09-03-2024,09-03-2026,Damaged,Poor
ASSET12161,Projector,Model-747,SN-625658,,Admin,Ballari,26-02-2023,25-02-2026,Available,Average
ASSET12162,Server,Model-818,SN-644006,Arjun Shetty,Finance,Bengaluru,25-10-2022,25-10-2023,Under Repair,Poor
ASSET12163,Laptop,Model-597,SN-770801,Manoj Hegde,IT,Shivamogga,20-10-2022,19-10-2025,Damaged,Good
ASSET12164,Mobile,Model-837,SN-284296,Pooja Urs,HR,Hubli,07-07-2022,06-07-2024,Disposed,Poor
ASSET12165,Tablet,Model-310,SN-698691,Deepak Rao,Marketing,Bengaluru,04-07-2023,03-07-2025,In Use,Good
ASSET12166,Projector,Model-278,SN-935776,Deepak Shetty,R&D,Ballari,01-09-2023,31-08-2024,Under Repair,Good
ASSET12167,Mobile,Model-711,SN-515393,,HR,Belagavi,08-12-2023,07-12-2026,Available,Good
ASSET12168,Printer,Model-701,SN-835098,Arjun Hegde,Sales,Mysuru,14-06-2024,14-06-2027,Disposed,Good
ASSET12169,Laptop,Model-969,SN-884155,Pooja Murthy,IT,Shivamogga,01-12-2022,01-12-2023,Under Repair,Poor
ASSET12170,Printer,Model-625,SN-403448,Sahana Urs,HR,Belagavi,19-04-2023,18-04-2024,Damaged,Excellent
ASSET12171,Projector,Model-523,SN-582739,Rakesh Shetty,Operations,Ballari,28-06-2024,28-06-2025,Under Repair,Good
ASSET12172,Desktop,Model-321,SN-853709,Pooja Murthy,Sales,Belagavi,25-11-2024,25-11-2025,Damaged,Excellent
ASSET12173,Mobile,Model-607,SN-947176,Asha Rao,R&D,Bengaluru,06-05-2024,06-05-2026,In Use,Excellent
ASSET12174,Mobile,Model-744,SN-407452,,HR,Davangere,20-08-2023,19-08-2024,Available,Excellent
ASSET12175,Projector,Model-177,SN-215440,Latha Gowda,Operations,Hubli,06-09-2022,05-09-2024,Damaged,Average
ASSET12176,Projector,Model-723,SN-141615,Rohan Urs,Sales,Belagavi,09-07-2024,09-07-2025,Disposed,Average
ASSET12177,Server,Model-210,SN-716327,,Marketing,Mangalore,23-11-2024,23-11-2025,Available,Good
ASSET12178,Projector,Model-806,SN-157624,Asha Pai,R&D,Udupi,24-01-2025,24-01-2028,In Use,Average
ASSET12179,Router,Model-576,SN-475462,Nandini Desai,Operations,Mangalore,30-12-2023,29-12-2025,Under Repair,Excellent
ASSET12180,Tablet,Model-490,SN-946163,Vikram Pai,HR,Bengaluru,30-06-2023,29-06-2025,Damaged,Average
ASSET12181,Projector,Model-978,SN-943955,Karthik Desai,Sales,Belagavi,19-03-2024,19-03-2025,In Use,Good
ASSET12182,Printer,Model-364,SN-425034,,Operations,Udupi,27-08-2023,26-08-2026,Available,Average
ASSET12183,Printer,Model-661,SN-551678,Asha Naidu,Admin,Ballari,20-10-2023,19-10-2026,Under Repair,Poor
ASSET12184,Router,Model-351,SN-303706,Divya Gowda,HR,Udupi,10-05-2023,09-05-2026,Disposed,Good
ASSET12185,Laptop,Model-159,SN-141399,,Finance,Shivamogga,11-06-2024,11-06-2026,Available,Average
ASSET12186,Switch,Model-624,SN-758435,Deepak Gowda,Sales,Ballari,20-04-2024,20-04-2025,Under Repair,Average
ASSET12187,Mobile,Model-735,SN-122691,,Marketing,Mysuru,09-04-2023,08-04-2025,Available,Excellent
ASSET12188,Printer,Model-210,SN-877104,Karthik Hegde,Admin,Mangalore,22-05-2024,22-05-2027,In Use,Good
ASSET12189,Mobile,Model-897,SN-698060,Shruthi Rao,Marketing,Mysuru,13-01-2023,12-01-2025,Disposed,Poor
ASSET12190,Projector,Model-809,SN-900199,,R&D,Hubli,31-07-2022,30-07-2025,Available,Excellent
ASSET12191,Printer,Model-699,SN-991208,Pooja Shetty,Finance,Davangere,18-11-2024,18-11-2027,Damaged,Good
ASSET12192,Server,Model-158,SN-350790,Rohan Rao,R&D,Mangalore,26-11-2023,25-11-2024,Disposed,Excellent
ASSET12193,Router,Model-837,SN-911777,Sahana Desai,R&D,Mangalore,02-08-2024,02-08-2026,Under Repair,Excellent
ASSET12194,Desktop,Model-656,SN-987400,Latha Pai,IT,Mysuru,15-10-2022,14-10-2024,Damaged,Excellent
ASSET12195,Monitor,Model-245,SN-706387,Nandini Urs,Finance,Bengaluru,09-04-2024,09-04-2025,In Use,Average
ASSET12196,Projector,Model-263,SN-142255,Rakesh Desai,Operations,Mangalore,26-02-2023,25-02-2025,Damaged,Poor
ASSET12197,Monitor,Model-260,SN-744594,Pooja Pai,Marketing,Hubli,04-06-2023,03-06-2024,In Use,Poor
ASSET12198,Monitor,Model-831,SN-188058,Sanjay Urs,R&D,Udupi,04-08-2022,03-08-2025,Disposed,Good
ASSET12199,Desktop,Model-316,SN-417878,Nandini Urs,R&D,Mangalore,07-11-2024,07-11-2025,Damaged,Average
ASSET12200,Desktop,Model-773,SN-191419,Divya Gowda,IT,Mysuru,18-04-2023,17-04-2026,Damaged,Poor
ASSET12201,Laptop,Model-532,SN-552695,,Admin,Belagavi,14-05-2024,14-05-2026,Available,Poor
ASSET12202,Laptop,Model-230,SN-304151,Rohan Hegde,HR,Shivamogga,28-04-2024,28-04-2025,Damaged,Excellent
ASSET12203,Server,Model-163,SN-634760,Sahana Shetty,Finance,Belagavi,19-04-2022,18-04-2025,In Use,Excellent
ASSET12204,Tablet,Model-985,SN-576951,Kavya Hegde,HR,Hubli,27-10-2022,26-10-2024,In Use,Good
ASSET12205,Desktop,Model-714,SN-764227,,HR,Belagavi,20-09-2023,19-09-2025,Available,Average
ASSET12206,Switch,Model-563,SN-510960,Deepak Gowda,Sales,Bengaluru,05-08-2024,05-08-2025,Damaged,Poor
ASSET12207,Mobile,Model-380,SN-747016,Asha Desai,R&D,Ballari,09-08-2024,09-08-2027,In Use,Poor
ASSET12208,Mobile,Model-833,SN-283741,Nandini Rao,IT,Belagavi,05-05-2023,04-05-2025,In Use,Good
ASSET12209,Server,Model-830,SN-958905,Pooja Gowda,R&D,Hubli,14-09-2022,13-09-2025,Disposed,Poor
ASSET12210,Server,Model-319,SN-152521,Sanjay Rao,HR,Shivamogga,29-12-2024,29-12-2026,Damaged,Good
ASSET12211,Desktop,Model-573,SN-608010,Shruthi Urs,R&D,Belagavi,04-07-2022,03-07-2025,Disposed,Good
ASSET12212,Router,Model-878,SN-999354,Sahana Pai,R&D,Udupi,24-01-2023,23-01-2026,Damaged,Poor
ASSET12213,Monitor,Model-327,SN-624158,,Finance,Hubli,26-07-2023,25-07-2024,Available,Average
ASSET12214,Printer,Model-719,SN-418313,Karthik Urs,HR,Udupi,25-03-2023,24-03-2024,Disposed,Good
ASSET12215,Monitor,Model-999,SN-196357,Asha Urs,Sales,Mysuru,04-11-2022,04-11-2023,Disposed,Excellent
ASSET12216,Tablet,Model-729,SN-452433,,HR,Bengaluru,09-09-2023,08-09-2025,Available,Excellent
ASSET12217,Desktop,Model-761,SN-337643,Vikram Pai,Finance,Ballari,25-11-2022,25-11-2023,In Use,Poor
ASSET12218,Mobile,Model-761,SN-697796,Sanjay Hegde,Finance,Davangere,19-03-2023,18-03-2025,Disposed,Excellent
ASSET12219,Laptop,Model-873,SN-543754,Vikram Murthy,Admin,Belagavi,04-01-2024,03-01-2025,Damaged,Average
ASSET12220,Desktop,Model-254,SN-875930,Shruthi Gowda,IT,Mangalore,05-03-2024,05-03-2025,Damaged,Excellent
ASSET12221,Switch,Model-315,SN-680483,Sahana Hegde,Marketing,Udupi,09-02-2022,08-02-2025,In Use,Average
ASSET12222,Router,Model-110,SN-231933,,Operations,Udupi,09-03-2022,09-03-2023,Available,Good
ASSET12223,Printer,Model-511,SN-185767,Kavya Hegde,Operations,Bengaluru,24-03-2022,23-03-2025,Disposed,Average
ASSET12224,Printer,Model-895,SN-707929,Nandini Shetty,HR,Davangere,04-10-2024,04-10-2027,Under Repair,Excellent
ASSET12225,Router,Model-506,SN-587353,Divya Pai,Operations,Udupi,18-01-2024,17-01-2025,Under Repair,Average
ASSET12226,Projector,Model-933,SN-892097,Meena Desai,HR,Udupi,09-08-2022,09-08-2023,In Use,Good
ASSET12227,Desktop,Model-527,SN-672870,Kavya Desai,Marketing,Bengaluru,14-09-2024,14-09-2026,In Use,Poor
ASSET12228,Desktop,Model-177,SN-972976,Rakesh Gowda,IT,Mysuru,09-10-2023,08-10-2024,Damaged,Good
ASSET12229,Switch,Model-630,SN-726568,Latha Murthy,IT,Shivamogga,27-04-2024,27-04-2027,In Use,Excellent
ASSET12230,Switch,Model-791,SN-554378,Vikram Murthy,Finance,Davangere,30-01-2022,30-01-2024,Under Repair,Good
ASSET12231,Router,Model-697,SN-893967,Vikram Hegde,Marketing,Udupi,01-11-2022,31-10-2024,Damaged,Excellent
ASSET12232,Projector,Model-510,SN-686195,Nandini Shetty,Admin,Mangalore,04-01-2023,03-01-2026,Under Repair,Good
ASSET12233,Router,Model-294,SN-782893,,HR,Shivamogga,01-09-2024,01-09-2027,Available,Excellent
ASSET12234,Monitor,Model-748,SN-307200,,Admin,Mysuru,09-11-2022,08-11-2025,Available,Poor
ASSET12235,Server,Model-480,SN-881340,Shruthi Rao,HR,Udupi,14-09-2023,13-09-2024,Disposed,Poor
ASSET12236,Tablet,Model-377,SN-377428,Arjun Desai,R&D,Mysuru,04-07-2024,04-07-2025,In Use,Good
ASSET12237,Router,Model-228,SN-289192,,R&D,Mangalore,04-03-2024,04-03-2026,Available,Good
ASSET12238,Mobile,Model-517,SN-770500,Arjun Urs,Finance,Mysuru,11-02-2023,10-02-2025,Disposed,Average
ASSET12239,Switch,Model-200,SN-962814,Pooja Desai,Operations,Bengaluru,07-04-2024,07-04-2027,Disposed,Excellent
ASSET12240,Mobile,Model-435,SN-284482,Asha Urs,Operations,Belagavi,02-09-2023,01-09-2024,Disposed,Poor
ASSET12241,Desktop,Model-538,SN-369479,Rakesh Shetty,Marketing,Udupi,09-05-2022,08-05-2024,In Use,Good
ASSET12242,Printer,Model-467,SN-839955,Rohan Hegde,HR,Belagavi,04-07-2023,03-07-2025,Damaged,Average
ASSET12243,Switch,Model-806,SN-706011,Rohan Hegde,HR,Hubli,24-02-2022,24-02-2024,Under Repair,Poor
ASSET12244,Router,Model-288,SN-858537,,Marketing,Mangalore,15-01-2024,14-01-2025,Available,Average
ASSET12245,Desktop,Model-416,SN-372939,,R&D,Belagavi,25-07-2023,24-07-2026,Available,Average
ASSET12246,Switch,Model-940,SN-478841,Asha Hegde,Admin,Shivamogga,26-05-2024,26-05-2025,Damaged,Average
ASSET12247,Tablet,Model-952,SN-695327,,IT,Ballari,17-10-2023,16-10-2025,Available,Average
ASSET12248,Laptop,Model-189,SN-360074,Meena Gowda,HR,Shivamogga,21-08-2024,21-08-2027,Under Repair,Excellent
ASSET12249,Server,Model-574,SN-409013,Rohan Urs,IT,Ballari,29-10-2023,28-10-2025,In Use,Good
ASSET12250,Printer,Model-166,SN-666055,Kavya Urs,IT,Udupi,24-01-2025,24-01-2026,Damaged,Good
ASSET12251,Printer,Model-124,SN-669253,,Finance,Bengaluru,03-05-2024,03-05-2026,Available,Average
ASSET12252,Mobile,Model-166,SN-776303,Asha Rao,Marketing,Shivamogga,11-06-2023,10-06-2024,In Use,Good
ASSET12253,Laptop,Model-978,SN-124241,Rakesh Gowda,Marketing,Mangalore,26-11-2024,26-11-2026,Disposed,Excellent
ASSET12254,Desktop,Model-418,SN-561922,,Finance,Mangalore,21-09-2022,21-09-2023,Available,Excellent
ASSET12255,Printer,Model-390,SN-928691,Meena Pai,R&D,Shivamogga,27-11-2024,27-11-2027,Disposed,Average
ASSET12256,Mobile,Model-475,SN-816347,,Operations,Hubli,26-02-2022,26-02-2024,Available,Good
ASSET12257,Mobile,Model-149,SN-235897,Rakesh Naidu,IT,Belagavi,24-05-2022,24-05-2023,Damaged,Excellent
ASSET12258,Monitor,Model-723,SN-263621,,Admin,Udupi,10-02-2024,09-02-2027,Available,Good
ASSET12259,Laptop,Model-246,SN-897921,Deepak Desai,IT,Hubli,03-08-2023,02-08-2026,Under Repair,Poor
ASSET12260,Mobile,Model-538,SN-502045,Meena Murthy,Finance,Udupi,02-09-2022,01-09-2024,In Use,Excellent
ASSET12261,Monitor,Model-803,SN-690524,Sahana Gowda,R&D,Udupi,21-12-2023,20-12-2026,Under Repair,Average
ASSET12262,Laptop,Model-457,SN-759542,Pooja Murthy,Admin,Shivamogga,21-06-2022,20-06-2024,Under Repair,Average
ASSET12263,Tablet,Model-337,SN-538076,,Admin,Udupi,21-09-2023,20-09-2025,Available,Poor
ASSET12264,Projector,Model-500,SN-120290,Rakesh Desai,HR,Bengaluru,20-04-2024,20-04-2027,Disposed,Poor
ASSET12265,Router,Model-634,SN-430220,Nandini Shetty,Admin,Davangere,24-09-2023,23-09-2025,Disposed,Poor
ASSET12266,Laptop,Model-283,SN-219460,Rakesh Naidu,Admin,Mangalore,08-03-2022,07-03-2024,Disposed,Excellent
ASSET12267,Router,Model-893,SN-773981,Asha Murthy,Marketing,Shivamogga,21-01-2023,20-01-2026,Under Repair,Average
ASSET12268,Laptop,Model-949,SN-915635,Karthik Gowda,IT,Udupi,14-10-2024,14-10-2025,Under Repair,Average
ASSET12269,Mobile,Model-197,SN-732296,Prakash Pai,IT,Shivamogga,23-11-2024,23-11-2027,In Use,Excellent
ASSET12270,Mobile,Model-672,SN-965588,Kavya Shetty,IT,Hubli,24-12-2023,23-12-2026,Disposed,Average
ASSET12271,Router,Model-267,SN-753448,Vikram Rao,Sales,Shivamogga,16-09-2022,15-09-2024,Disposed,Poor
ASSET12272,Printer,Model-658,SN-849470,,IT,Shivamogga,20-12-2022,19-12-2024,Available,Poor
ASSET12273,Router,Model-810,SN-501020,,Operations,Udupi,05-01-2022,05-01-2024,Available,Average
ASSET12274,Projector,Model-856,SN-651372,Prakash Naidu,Sales,Belagavi,19-03-2023,18-03-2024,Under Repair,Average
ASSET12275,Switch,Model-860,SN-591220,Rohan Rao,Admin,Davangere,06-10-2022,05-10-2025,In Use,Excellent
ASSET12276,Server,Model-645,SN-406603,,Admin,Mangalore,13-12-2023,12-12-2025,Available,Good
ASSET12277,Mobile,Model-841,SN-228948,Divya Urs,Admin,Hubli,08-02-2022,08-02-2024,Disposed,Average
ASSET12278,Mobile,Model-361,SN-761603,,R&D,Shivamogga,21-07-2022,21-07-2023,Available,Average
