Asset_ID,Asset_Name,Model,Serial_Number,Assigned_To,Department,Location,Purchase_Date,Warranty_Expiry,Status,Condition,age_days,warranty_remaining_days
ASSET12476,Desktop,Model-848,SN-190063,Latha Urs,Admin,Mysuru,16-01-2023,15-01-2025,Damaged,Excellent,1056,-327
ASSET12477,Tablet,Model-501,SN-424022,Meena Desai,Marketing,Hubli,06-06-2023,05-06-2024,Damaged,Good,915,-551
ASSET12478,Laptop,Model-306,SN-132148,Unassigned,Sales,Davangere,28-09-2022,28-09-2023,Available,Excellent,1166,-802
ASSET12479,Projector,Model-490,SN-218737,Kavya Pai,Marketing,Udupi,18-12-2022,18-12-2023,In Use,Excellent,1085,-721
ASSET12480,Desktop,Model-900,SN-678030,Latha Murthy,Marketing,Hubli,02-04-2022,02-04-2023,In Use,Good,1345,-981
ASSET12481,Projector,Model-286,SN-870262,Unassigned,R&D,Shivamogga,27-11-2022,26-11-2025,Available,Poor,1106,-12
ASSET12482,Laptop,Model-811,SN-173500,Unassigned,Marketing,Hubli,15-03-2024,15-03-2025,Available,Good,632,-268
ASSET12483,Monitor,Model-269,SN-373551,Unassigned,Sales,Hubli,24-05-2022,24-05-2023,Available,Good,1293,-929
ASSET12484,Projector,Model-105,SN-673643,Sanjay Urs,Operations,Udupi,01-08-2023,31-07-2026,Disposed,Good,859,235
ASSET12485,Server,Model-218,SN-728541,Prakash Hegde,Operations,Ballari,08-02-2022,08-02-2024,Damaged,Poor,1398,-669
ASSET12486,Switch,Model-928,SN-597951,Rakesh Naidu,IT,Shivamogga,10-10-2024,10-10-2026,Under Repair,Excellent,423,306
ASSET12487,Router,Model-241,SN-339319,Latha Gowda,Sales,Bengaluru,06-07-2024,06-07-2025,Under Repair,Average,519,-155
ASSET12488,Router,Model-551,SN-933686,Shruthi Gowda,Sales,Mangalore,17-08-2022,16-08-2025,In Use,Good,1208,-114
ASSET12489,Monitor,Model-495,SN-230261,Karthik Rao,HR,Belagavi,15-06-2022,14-06-2024,Disposed,Poor,1271,-542
ASSET12490,Mobile,Model-167,SN-205089,Latha Urs,R&D,Udupi,05-10-2022,04-10-2025,Under Repair,Excellent,1159,-65
ASSET12491,Tablet,Model-419,SN-555879,Karthik Pai,Finance,Mysuru,08-06-2023,07-06-2024,In Use,Average,913,-549
ASSET12492,Router,Model-576,SN-574497,Meena Pai,Marketing,Mysuru,14-05-2024,14-05-2025,Disposed,Poor,572,-208
ASSET12493,Projector,Model-257,SN-383373,Meena Hegde,Marketing,Mangalore,25-11-2022,24-11-2025,In Use,Excellent,1108,-14
ASSET12494,Mobile,Model-943,SN-619815,Shruthi Shetty,HR,Hubli,20-10-2024,20-10-2025,In Use,Excellent,413,-49
ASSET12495,Printer,Model-316,SN-505406,Rohan Pai,HR,Shivamogga,29-03-2022,28-03-2024,Under Repair,Average,1349,-620
ASSET12496,Tablet,Model-814,SN-492359,Karthik Murthy,HR,Ballari,23-08-2023,22-08-2025,Damaged,Poor,837,-108
ASSET12497,Mobile,Model-101,SN-431322,Prakash Murthy,Operations,Mysuru,27-02-2022,27-02-2023,Damaged,Poor,1379,-1015
ASSET12498,Printer,Model-992,SN-579241,Rohan Desai,R&D,Mangalore,15-12-2022,14-12-2024,Under Repair,Good,1088,-359
ASSET12499,Laptop,Model-785,SN-190816,Deepak Hegde,Admin,Udupi,10-01-2025,10-01-2028,Under Repair,Poor,331,763
ASSET12500,Switch,Model-750,SN-969362,Kavya Hegde,Finance,Belagavi,06-10-2022,05-10-2024,Damaged,Average,1158,-429
ASSET12501,Router,Model-914,SN-924812,Shruthi Pai,Finance,Mysuru,11-10-2023,10-10-2025,Damaged,Good,788,-59
ASSET12502,Server,Model-506,SN-558365,Unassigned,IT,Ballari,10-03-2024,10-03-2026,Available,Average,637,92
ASSET12503,Server,Model-710,SN-485291,Sanjay Murthy,IT,Mysuru,09-02-2023,08-02-2026,Under Repair,Good,1032,62
ASSET12504,Router,Model-519,SN-355387,Sanjay Rao,HR,Mysuru,25-11-2024,25-11-2026,Under Repair,Average,377,352
ASSET12505,Tablet,Model-238,SN-531940,Kavya Pai,Admin,Hubli,06-06-2023,05-06-2025,Disposed,Poor,915,-186
ASSET12506,Monitor,Model-661,SN-496494,Meena Shetty,Operations,Davangere,17-01-2023,16-01-2026,In Use,Average,1055,39
ASSET12507,Printer,Model-699,SN-704488,Deepak Shetty,R&D,Ballari,01-04-2023,31-03-2025,Damaged,Good,981,-252
ASSET12508,Router,Model-264,SN-957654,Kavya Murthy,R&D,Shivamogga,09-06-2023,08-06-2026,Under Repair,Average,912,182
ASSET12509,Printer,Model-874,SN-891216,Nandini Urs,Admin,Ballari,05-01-2024,04-01-2026,In Use,Average,702,27
ASSET12510,Mobile,Model-446,SN-588053,Asha Murthy,Operations,Davangere,17-03-2023,16-03-2024,Under Repair,Poor,996,-632
ASSET12511,Router,Model-445,SN-854945,Manoj Urs,HR,Belagavi,31-07-2023,30-07-2024,Disposed,Poor,860,-496
ASSET12512,Tablet,Model-550,SN-359664,Asha Naidu,Operations,Mysuru,15-03-2023,14-03-2024,Disposed,Average,998,-634
ASSET12513,Desktop,Model-272,SN-218319,Nandini Rao,HR,Belagavi,23-08-2024,23-08-2026,In Use,Average,471,258
ASSET12514,Laptop,Model-830,SN-906498,Vikram Desai,Admin,Hubli,11-08-2022,10-08-2024,Under Repair,Good,1214,-485
ASSET12515,Monitor,Model-351,SN-886363,Unassigned,Sales,Hubli,29-08-2024,29-08-2027,Available,Poor,465,629
ASSET12516,Mobile,Model-740,SN-814674,Divya Hegde,Marketing,Belagavi,21-07-2024,21-07-2025,Disposed,Average,504,-140
ASSET12517,Tablet,Model-470,SN-123188,Arjun Murthy,R&D,Belagavi,03-05-2024,03-05-2025,Damaged,Excellent,583,-219
ASSET12518,Server,Model-670,SN-687178,Deepak Shetty,IT,Hubli,13-06-2023,12-06-2025,Disposed,Average,908,-179
ASSET12519,Switch,Model-425,SN-666881,Unassigned,Admin,Belagavi,17-01-2024,16-01-2026,Available,Average,690,39
ASSET12520,Tablet,Model-252,SN-163734,Sanjay Hegde,Admin,Belagavi,21-09-2023,20-09-2026,Damaged,Excellent,808,286
ASSET12521,Switch,Model-377,SN-405557,Meena Hegde,Admin,Davangere,18-03-2024,18-03-2027,Disposed,Poor,629,465
ASSET12522,Projector,Model-228,SN-696649,Manoj Gowda,R&D,Udupi,23-12-2024,23-12-2027,Disposed,Poor,349,745
ASSET12523,Printer,Model-957,SN-900287,Kavya Rao,Finance,Ballari,05-08-2022,05-08-2023,In Use,Excellent,1220,-856
ASSET12524,Switch,Model-387,SN-120919,Latha Pai,IT,Mysuru,14-12-2024,14-12-2026,Damaged,Good,358,371
ASSET12525,Printer,Model-680,SN-823587,Unassigned,Admin,Hubli,15-09-2024,15-09-2027,Available,Average,448,646
ASSET12526,Laptop,Model-284,SN-973195,Vikram Shetty,Sales,Ballari,19-07-2023,18-07-2024,Disposed,Good,872,-508
ASSET12527,Mobile,Model-915,SN-384694,Unassigned,Admin,Mysuru,24-11-2024,24-11-2027,Available,Good,378,716
ASSET12528,Projector,Model-617,SN-665738,Manoj Hegde,Sales,Davangere,18-11-2024,18-11-2026,Disposed,Poor,384,345
ASSET12529,Tablet,Model-609,SN-173396,Pooja Naidu,Marketing,Hubli,03-04-2024,03-04-2027,Under Repair,Average,613,481
ASSET12530,Server,Model-473,SN-919109,Nandini Gowda,Sales,Belagavi,19-05-2023,18-05-2026,Under Repair,Poor,933,161
ASSET12531,Mobile,Model-866,SN-174009,Deepak Hegde,Sales,Mysuru,05-08-2022,04-08-2025,Damaged,Poor,1220,-126
ASSET12532,Monitor,Model-751,SN-557252,Shruthi Shetty,Marketing,Belagavi,06-11-2023,05-11-2025,In Use,Good,762,-33
ASSET12533,Mobile,Model-539,SN-257658,Pooja Urs,Marketing,Shivamogga,11-02-2023,10-02-2026,Under Repair,Good,1030,64
ASSET12534,Router,Model-513,SN-160285,Prakash Murthy,Sales,Belagavi,08-12-2024,08-12-2026,Disposed,Average,364,365
ASSET12535,Desktop,Model-541,SN-229792,Vikram Naidu,Sales,Shivamogga,01-04-2022,01-04-2023,In Use,Poor,1346,-982
ASSET12536,Router,Model-596,SN-432877,Unassigned,Finance,Davangere,23-10-2024,23-10-2025,Available,Excellent,410,-46
ASSET12537,Tablet,Model-378,SN-905124,Unassigned,IT,Davangere,29-07-2023,28-07-2026,Available,Poor,862,232
ASSET12538,Laptop,Model-666,SN-347673,Asha Urs,IT,Shivamogga,05-03-2023,04-03-2025,Damaged,Average,1008,-279
ASSET12539,Laptop,Model-376,SN-275327,Arjun Shetty,Finance,Mysuru,04-05-2023,03-05-2024,Damaged,Poor,948,-584
ASSET12540,Tablet,Model-259,SN-100669,Sanjay Desai,Finance,Udupi,10-09-2023,09-09-2025,Disposed,Excellent,819,-90
ASSET12541,Tablet,Model-896,SN-298342,Shruthi Gowda,Operations,Udupi,13-01-2022,13-01-2024,Disposed,Excellent,1424,-695
ASSET12542,Printer,Model-521,SN-921451,Karthik Murthy,Finance,Mysuru,22-08-2024,22-08-2025,In Use,Excellent,472,-108
ASSET12543,Tablet,Model-501,SN-546645,Arjun Hegde,Admin,Bengaluru,09-06-2024,09-06-2025,Disposed,Average,546,-182
ASSET12544,Desktop,Model-716,SN-935742,Sahana Gowda,Finance,Hubli,08-06-2023,07-06-2024,Disposed,Poor,913,-549
ASSET12545,Router,Model-431,SN-484979,Asha Gowda,HR,Udupi,12-09-2023,11-09-2026,In Use,Average,817,277
ASSET12546,Projector,Model-971,SN-189474,Unassigned,IT,Ballari,16-09-2024,16-09-2027,Available,Good,447,647
ASSET12547,Server,Model-869,SN-930540,Kavya Hegde,Marketing,Ballari,25-06-2023,24-06-2024,Disposed,Average,896,-532
ASSET12548,Mobile,Model-975,SN-500631,Sahana Hegde,IT,Belagavi,18-05-2024,18-05-2025,Under Repair,Average,568,-204
ASSET12549,Tablet,Model-281,SN-348121,Sanjay Desai,Marketing,Belagavi,21-07-2024,21-07-2027,Damaged,Poor,504,590
ASSET12550,Monitor,Model-369,SN-703304,Vikram Naidu,R&D,Davangere,03-06-2022,02-06-2024,Damaged,Good,1283,-554
ASSET12551,Projector,Model-680,SN-191816,Unassigned,R&D,Udupi,21-05-2022,21-05-2023,Available,Good,1296,-932
ASSET12552,Laptop,Model-491,SN-525669,Pooja Murthy,Finance,Davangere,27-08-2023,26-08-2024,In Use,Good,833,-469
ASSET12553,Printer,Model-147,SN-716123,Unassigned,Operations,Shivamogga,13-02-2022,12-02-2025,Available,Good,1393,-299
ASSET12554,Laptop,Model-452,SN-183427,Meena Urs,Finance,Ballari,19-06-2024,19-06-2026,Under Repair,Average,536,193
ASSET12555,Switch,Model-863,SN-750269,Sanjay Shetty,Sales,Shivamogga,10-06-2022,09-06-2025,Damaged,Good,1276,-182
ASSET12556,Projector,Model-289,SN-912705,Karthik Desai,Marketing,Udupi,05-12-2022,05-12-2023,Disposed,Poor,1098,-734
ASSET12557,Monitor,Model-631,SN-112871,Arjun Naidu,HR,Mangalore,20-09-2023,19-09-2026,In Use,Excellent,809,285
ASSET12558,Desktop,Model-121,SN-759725,Asha Hegde,HR,Shivamogga,09-07-2024,09-07-2027,Disposed,Average,516,578
ASSET12559,Printer,Model-258,SN-170145,Vikram Shetty,IT,Ballari,13-11-2023,12-11-2026,In Use,Good,755,339
ASSET12560,Router,Model-579,SN-908927,Rakesh Rao,Marketing,Mangalore,13-12-2023,12-12-2025,Under Repair,Excellent,725,4
ASSET12561,Laptop,Model-777,SN-481413,Rohan Gowda,IT,Hubli,19-02-2022,19-02-2024,Under Repair,Poor,1387,-658
ASSET12562,Laptop,Model-145,SN-185478,Vikram Murthy,IT,Mangalore,10-10-2024,10-10-2027,Under Repair,Poor,423,671
ASSET12563,Projector,Model-948,SN-268493,Deepak Rao,HR,Hubli,18-09-2024,18-09-2026,Disposed,Poor,445,284
ASSET12564,Router,Model-364,SN-659859,Deepak Naidu,Marketing,Davangere,26-07-2024,26-07-2025,In Use,Average,499,-135
ASSET12565,Printer,Model-468,SN-740305,Arjun Gowda,Finance,Mysuru,03-03-2023,02-03-2024,Damaged,Excellent,1010,-646
ASSET12566,Laptop,Model-738,SN-362415,Kavya Rao,Marketing,Mysuru,09-02-2023,08-02-2026,Under Repair,Excellent,1032,62
ASSET12567,Desktop,Model-805,SN-603265,Rohan Gowda,IT,Ballari,11-09-2023,10-09-2026,In Use,Good,818,276
ASSET12568,Laptop,Model-490,SN-574985,Divya Urs,R&D,Shivamogga,23-12-2023,22-12-2025,Damaged,Average,715,14
ASSET12569,Printer,Model-928,SN-890596,Latha Urs,Operations,Davangere,14-02-2024,13-02-2026,Disposed,Poor,662,67
ASSET12570,Laptop,Model-950,SN-490612,Nandini Pai,HR,Davangere,14-02-2022,13-02-2025,In Use,Excellent,1392,-298
ASSET12571,Mobile,Model-789,SN-697668,Manoj Rao,HR,Hubli,27-09-2022,27-09-2023,Disposed,Excellent,1167,-803
ASSET12572,Monitor,Model-535,SN-142472,Asha Desai,Operations,Bengaluru,30-09-2022,29-09-2025,Disposed,Average,1164,-70
ASSET12573,Projector,Model-618,SN-642045,Asha Naidu,Operations,Bengaluru,15-11-2023,14-11-2024,In Use,Average,753,-389
ASSET12574,Router,Model-357,SN-594045,Prakash Pai,HR,Shivamogga,04-12-2022,03-12-2025,Damaged,Excellent,1099,-5
ASSET12575,Mobile,Model-849,SN-338229,Deepak Urs,Admin,Belagavi,27-10-2024,27-10-2025,Disposed,Excellent,406,-42
ASSET12576,Desktop,Model-327,SN-958926,Unassigned,HR,Ballari,10-03-2023,09-03-2024,Available,Average,1003,-639
ASSET12577,Router,Model-157,SN-351958,Kavya Urs,R&D,Davangere,19-04-2023,18-04-2025,Disposed,Excellent,963,-234
ASSET12578,Monitor,Model-763,SN-865756,Kavya Desai,Finance,Ballari,19-08-2022,18-08-2025,Under Repair,Average,1206,-112
ASSET12579,Laptop,Model-905,SN-343242,Unassigned,IT,Hubli,18-08-2024,18-08-2026,Available,Good,476,253
ASSET12580,Monitor,Model-181,SN-948673,Meena Gowda,IT,Ballari,15-05-2024,15-05-2027,In Use,Average,571,523
ASSET12581,Printer,Model-103,SN-615669,Sahana Urs,Operations,Ballari,21-02-2022,20-02-2025,Disposed,Good,1385,-291
ASSET12582,Server,Model-973,SN-837739,Manoj Rao,Marketing,Mysuru,13-08-2023,12-08-2025,Damaged,Good,847,-118
ASSET12583,Tablet,Model-892,SN-356810,Asha Pai,IT,Bengaluru,26-10-2022,25-10-2024,Damaged,Good,1138,-409
ASSET12584,Projector,Model-504,SN-275103,Unassigned,Sales,Udupi,30-05-2024,30-05-2026,Available,Good,556,173
ASSET12585,Server,Model-474,SN-510933,Unassigned,Admin,Hubli,11-11-2024,11-11-2026,Available,Excellent,391,338
ASSET12586,Laptop,Model-968,SN-683663,Prakash Rao,Marketing,Belagavi,05-01-2024,04-01-2027,Under Repair,Poor,702,392
ASSET12587,Monitor,Model-394,SN-281267,Meena Urs,Sales,Shivamogga,15-02-2022,14-02-2025,Damaged,Good,1391,-297
ASSET12588,Tablet,Model-307,SN-630085,Sahana Desai,Admin,Ballari,25-05-2022,24-05-2025,Disposed,Excellent,1292,-198
ASSET12589,Switch,Model-162,SN-354659,Nandini Murthy,HR,Belagavi,22-12-2023,21-12-2024,Damaged,Average,716,-352
ASSET12590,Monitor,Model-655,SN-654089,Arjun Gowda,Operations,Shivamogga,28-02-2022,27-02-2025,Damaged,Excellent,1378,-284
ASSET12591,Router,Model-253,SN-158455,Vikram Hegde,Admin,Udupi,15-08-2023,14-08-2025,Under Repair,Poor,845,-116
ASSET12592,Mobile,Model-715,SN-464480,Sanjay Gowda,Sales,Udupi,12-10-2024,12-10-2027,In Use,Average,421,673
ASSET12593,Monitor,Model-969,SN-409029,Prakash Murthy,Sales,Bengaluru,24-07-2022,23-07-2024,Under Repair,Poor,1232,-503
ASSET12594,Server,Model-214,SN-978926,Pooja Naidu,IT,Hubli,08-06-2024,08-06-2025,Damaged,Excellent,547,-183
ASSET12595,Desktop,Model-642,SN-566644,Manoj Gowda,IT,Udupi,05-07-2023,04-07-2026,Under Repair,Excellent,886,208
ASSET12596,Mobile,Model-460,SN-598179,Sahana Urs,Finance,Mangalore,07-12-2023,06-12-2026,Disposed,Poor,731,363
ASSET12597,Router,Model-978,SN-379539,Pooja Murthy,IT,Shivamogga,13-06-2023,12-06-2026,Damaged,Poor,908,186
ASSET12598,Desktop,Model-410,SN-994729,Asha Hegde,Sales,Mangalore,10-07-2023,09-07-2024,Disposed,Excellent,881,-517
ASSET12599,Router,Model-717,SN-400621,Pooja Rao,HR,Mysuru,14-03-2022,14-03-2023,Disposed,Excellent,1364,-1000
ASSET12600,Switch,Model-469,SN-236267,Karthik Murthy,Admin,Udupi,07-08-2023,06-08-2024,Under Repair,Poor,853,-489
ASSET12601,Projector,Model-381,SN-393927,Arjun Rao,Sales,Mysuru,21-10-2024,21-10-2027,Damaged,Good,412,682
ASSET12602,Projector,Model-632,SN-632202,Asha Naidu,Admin,Belagavi,02-01-2024,01-01-2026,In Use,Excellent,705,24
ASSET12603,Server,Model-663,SN-635432,Unassigned,IT,Davangere,15-12-2024,15-12-2025,Available,Average,357,7
ASSET12604,Router,Model-944,SN-655018,Sanjay Urs,Admin,Bengaluru,06-10-2022,05-10-2025,Damaged,Average,1158,-64
ASSET12605,Printer,Model-837,SN-367749,Unassigned,Finance,Belagavi,07-05-2022,06-05-2025,Available,Excellent,1310,-216
ASSET12606,Router,Model-917,SN-335473,Unassigned,Admin,Ballari,10-11-2024,10-11-2025,Available,Good,392,-28
ASSET12607,Switch,Model-964,SN-132002,Vikram Desai,Marketing,Belagavi,15-06-2023,14-06-2024,Disposed,Good,906,-542
ASSET12608,Laptop,Model-722,SN-922383,Unassigned,Finance,Udupi,07-12-2022,06-12-2024,Available,Good,1096,-367
ASSET12609,Router,Model-695,SN-735842,Prakash Murthy,HR,Ballari,04-07-2022,03-07-2024,In Use,Excellent,1252,-523
ASSET12610,Tablet,Model-554,SN-395179,Karthik Murthy,IT,Mysuru,13-04-2022,12-04-2024,Under Repair,Average,1334,-605
ASSET12611,Projector,Model-518,SN-885739,Asha Shetty,Admin,Shivamogga,07-07-2024,07-07-2026,Damaged,Excellent,518,211
ASSET12612,Projector,Model-271,SN-360577,Unassigned,Sales,Davangere,11-06-2024,11-06-2027,Available,Average,544,550
ASSET12613,Tablet,Model-862,SN-148522,Latha Desai,IT,Bengaluru,08-11-2022,08-11-2023,Disposed,Good,1125,-761
ASSET12614,Monitor,Model-370,SN-593239,Unassigned,Finance,Udupi,31-01-2023,30-01-2025,Available,Poor,1041,-312
ASSET12615,Desktop,Model-584,SN-281328,Latha Naidu,Sales,Mysuru,17-07-2022,16-07-2024,Damaged,Poor,1239,-510
ASSET12616,Router,Model-680,SN-796840,Latha Gowda,R&D,Shivamogga,22-02-2024,21-02-2027,Disposed,Poor,654,440
ASSET12617,Printer,Model-967,SN-279540,Arjun Desai,R&D,Belagavi,13-07-2024,13-07-2026,Damaged,Average,512,217
ASSET12618,Desktop,Model-271,SN-614631,Latha Desai,Finance,Davangere,18-02-2024,17-02-2026,Damaged,Poor,658,71
ASSET12619,Monitor,Model-614,SN-276652,Unassigned,Sales,Shivamogga,15-02-2024,14-02-2025,Available,Average,661,-297
ASSET12620,Monitor,Model-447,SN-170906,Unassigned,IT,Davangere,02-12-2023,01-12-2024,Available,Poor,736,-372
ASSET12621,Desktop,Model-514,SN-565979,Karthik Murthy,Finance,Mangalore,04-09-2023,03-09-2024,Damaged,Poor,825,-461
ASSET12622,Tablet,Model-118,SN-854644,Divya Desai,Sales,Mangalore,22-11-2024,22-11-2026,Damaged,Good,380,349
ASSET12623,Projector,Model-786,SN-878794,Manoj Hegde,Finance,Mangalore,18-03-2024,18-03-2026,Damaged,Poor,629,100
ASSET12624,Mobile,Model-554,SN-780943,Deepak Murthy,Sales,Bengaluru,07-03-2024,07-03-2027,Damaged,Excellent,640,454
ASSET12625,Mobile,Model-899,SN-447433,Nandini Pai,Admin,Hubli,05-01-2025,05-01-2027,Under Repair,Poor,336,393
ASSET12626,Server,Model-989,SN-886040,Unassigned,Marketing,Hubli,23-06-2023,22-06-2025,Available,Poor,898,-169
ASSET12627,Laptop,Model-523,SN-319243,Asha Hegde,IT,Udupi,10-02-2024,09-02-2025,In Use,Average,666,-302
ASSET12628,Projector,Model-547,SN-780533,Arjun Rao,Admin,Bengaluru,07-02-2023,06-02-2026,Disposed,Average,1034,60
ASSET12629,Switch,Model-289,SN-622324,Meena Naidu,Sales,Belagavi,26-10-2024,26-10-2025,Damaged,Excellent,407,-43
ASSET12630,Projector,Model-145,SN-880499,Arjun Gowda,IT,Mysuru,13-04-2023,12-04-2026,Disposed,Average,969,125
ASSET12631,Server,Model-976,SN-738959,Asha Shetty,Marketing,Davangere,11-07-2024,11-07-2026,In Use,Good,514,215
ASSET12632,Tablet,Model-822,SN-763465,Asha Rao,R&D,Mysuru,16-02-2023,16-02-2024,Disposed,Average,1025,-661
ASSET12633,Desktop,Model-165,SN-770492,Divya Urs,HR,Udupi,07-12-2024,07-12-2027,In Use,Poor,365,729
ASSET12634,Mobile,Model-364,SN-665745,Prakash Shetty,Operations,Ballari,02-01-2025,02-01-2027,Damaged,Good,339,390
ASSET12635,Monitor,Model-556,SN-565258,Kavya Gowda,Finance,Davangere,08-09-2023,07-09-2025,Disposed,Good,821,-92
ASSET12636,Desktop,Model-929,SN-898844,Prakash Rao,HR,Belagavi,23-03-2024,23-03-2026,Under Repair,Poor,624,105
ASSET12637,Router,Model-206,SN-544448,Asha Rao,HR,Davangere,11-03-2022,11-03-2023,Under Repair,Average,1367,-1003
ASSET12638,Projector,Model-922,SN-652448,Divya Murthy,HR,Hubli,16-04-2023,15-04-2025,Under Repair,Excellent,966,-237
ASSET12639,Printer,Model-186,SN-787390,Divya Gowda,Finance,Shivamogga,27-02-2023,26-02-2026,Under Repair,Good,1014,80
ASSET12640,Laptop,Model-688,SN-901519,Latha Murthy,IT,Davangere,06-03-2023,05-03-2025,Damaged,Poor,1007,-278
ASSET12641,Server,Model-817,SN-642946,Meena Murthy,Admin,Mysuru,13-09-2023,12-09-2026,Disposed,Good,816,278
ASSET12642,Mobile,Model-574,SN-159454,Unassigned,IT,Mysuru,09-07-2022,09-07-2023,Available,Excellent,1247,-883
ASSET12643,Projector,Model-558,SN-499362,Divya Murthy,Operations,Bengaluru,20-06-2023,19-06-2024,Damaged,Average,901,-537
ASSET12644,Server,Model-272,SN-208996,Asha Naidu,Finance,Shivamogga,21-09-2022,20-09-2025,In Use,Average,1173,-79
ASSET12645,Switch,Model-824,SN-441433,Meena Shetty,Admin,Shivamogga,17-08-2024,17-08-2025,Damaged,Poor,477,-113
ASSET12646,Printer,Model-231,SN-416630,Unassigned,Finance,Hubli,23-09-2023,22-09-2024,Available,Excellent,806,-442
ASSET12647,Projector,Model-471,SN-967023,Rohan Desai,R&D,Ballari,13-01-2025,13-01-2028,Disposed,Poor,328,766
ASSET12648,Laptop,Model-478,SN-512628,Karthik Naidu,Sales,Davangere,21-09-2024,21-09-2027,Under Repair,Good,442,652
ASSET12649,Server,Model-639,SN-931953,Divya Desai,Sales,Udupi,16-02-2022,15-02-2025,Under Repair,Excellent,1390,-296
ASSET12650,Monitor,Model-706,SN-963843,Karthik Urs,HR,Ballari,25-12-2024,25-12-2026,Damaged,Average,347,382
ASSET12651,Desktop,Model-447,SN-100002,Kavya Murthy,Sales,Belagavi,06-12-2023,05-12-2025,In Use,Excellent,732,-3
ASSET12652,Server,Model-176,SN-829549,Meena Murthy,R&D,Mysuru,25-07-2022,24-07-2024,In Use,Excellent,1231,-502
ASSET12653,Switch,Model-254,SN-983593,Shruthi Shetty,Marketing,Ballari,04-10-2024,04-10-2026,Disposed,Excellent,429,300
ASSET12654,Router,Model-737,SN-839248,Unassigned,Operations,Shivamogga,26-10-2024,26-10-2025,Available,Good,407,-43
ASSET12655,Laptop,Model-705,SN-544644,Rohan Pai,IT,Davangere,25-10-2022,25-10-2023,Under Repair,Good,1139,-775
ASSET12656,Router,Model-232,SN-138848,Rohan Shetty,Marketing,Mangalore,26-02-2022,25-02-2025,Under Repair,Excellent,1380,-286
ASSET12657,Desktop,Model-424,SN-364704,Vikram Gowda,Sales,Mangalore,03-04-2023,02-04-2024,Under Repair,Good,979,-615
ASSET12658,Switch,Model-840,SN-344046,Unassigned,Marketing,Hubli,13-01-2025,13-01-2028,Available,Good,328,766
ASSET12659,Router,Model-619,SN-630152,Unassigned,IT,Bengaluru,03-11-2024,03-11-2025,Available,Excellent,399,-35
ASSET12660,Mobile,Model-875,SN-965406,Sahana Naidu,Marketing,Belagavi,22-07-2024,22-07-2027,Disposed,Good,503,591
ASSET12661,Server,Model-832,SN-637353,Karthik Gowda,Finance,Bengaluru,01-04-2024,01-04-2026,In Use,Good,615,114
ASSET12662,Desktop,Model-927,SN-851788,Deepak Murthy,Admin,Ballari,05-09-2024,05-09-2026,Disposed,Good,458,271
ASSET12663,Projector,Model-786,SN-901148,Latha Hegde,Sales,Shivamogga,11-01-2024,10-01-2025,Under Repair,Poor,696,-332
ASSET12664,Desktop,Model-326,SN-303298,Vikram Naidu,R&D,Bengaluru,07-03-2024,07-03-2027,In Use,Good,640,454
ASSET12665,Tablet,Model-312,SN-855065,Unassigned,Operations,Ballari,27-10-2022,26-10-2024,Available,Average,1137,-408
ASSET12666,Monitor,Model-628,SN-986477,Divya Desai,Sales,Ballari,01-11-2023,31-10-2025,In Use,Excellent,767,-38
ASSET12667,Laptop,Model-982,SN-304936,Deepak Pai,Operations,Ballari,31-01-2023,30-01-2026,Under Repair,Average,1041,53
ASSET12668,Printer,Model-145,SN-303445,Divya Urs,Admin,Bengaluru,08-10-2022,08-10-2023,Disposed,Good,1156,-792
ASSET12669,Laptop,Model-500,SN-165214,Unassigned,Admin,Shivamogga,18-11-2024,18-11-2026,Available,Excellent,384,345
ASSET12670,Printer,Model-541,SN-296098,Sanjay Pai,Admin,Udupi,11-05-2023,10-05-2025,In Use,Good,941,-212
ASSET12671,Monitor,Model-128,SN-710891,Meena Shetty,Finance,Hubli,01-10-2024,01-10-2026,Under Repair,Excellent,432,297
ASSET12672,Tablet,Model-458,SN-323711,Asha Hegde,Operations,Shivamogga,01-04-2023,31-03-2024,Damaged,Poor,981,-617
ASSET12673,Laptop,Model-372,SN-859171,Vikram Naidu,Finance,Shivamogga,11-11-2023,10-11-2026,Under Repair,Good,757,337
ASSET12674,Printer,Model-920,SN-995849,Meena Pai,Marketing,Mysuru,09-06-2022,08-06-2025,Under Repair,Excellent,1277,-183
ASSET12675,Switch,Model-138,SN-809077,Rohan Desai,Sales,Belagavi,29-05-2022,28-05-2024,Damaged,Poor,1288,-559
ASSET12676,Server,Model-837,SN-371710,Deepak Rao,HR,Belagavi,19-06-2023,18-06-2025,Under Repair,Average,902,-173
ASSET12677,Server,Model-845,SN-411016,Vikram Rao,HR,Mysuru,19-08-2024,19-08-2027,Damaged,Excellent,475,619
ASSET12678,Server,Model-874,SN-132841,Rakesh Gowda,HR,Mangalore,18-03-2024,18-03-2026,Disposed,Good,629,100
ASSET12679,Desktop,Model-647,SN-680606,Latha Naidu,Marketing,Bengaluru,09-08-2024,09-08-2025,Under Repair,Average,485,-121
ASSET12680,Monitor,Model-319,SN-841547,Unassigned,Operations,Hubli,20-07-2024,20-07-2025,Available,Poor,505,-141
ASSET12681,Server,Model-851,SN-529142,Unassigned,HR,Hubli,28-05-2023,27-05-2025,Available,Poor,924,-195
ASSET12682,Laptop,Model-731,SN-592747,Kavya Rao,Finance,Hubli,19-05-2022,18-05-2025,Damaged,Good,1298,-204
